title,age_certification,genre,imdb_rating,imdb_votes
Violet Evergarden,TV-14,Animation,8.4,"21,825"
Two Summers,TV-MA,Drama,6.8,"3,319"
Hot Girls Wanted,TV-MA,Documentary,6.1,"17,679"
Klaus,PG,Animation,8.1,"146,975"
Before I Wake,PG-13,Drama,6.2,"46,899"
Love & Anarchy,TV-MA,Comedy,7.4,"9,989"
Spinning Out,TV-MA,Drama,7.6,"14,613"
Intimacy,TV-MA,Crime,6.8,"2,367"
Horse Girl,R,Drama,5.9,"17,923"
Love & Gelato,TV-14,Comedy,5.1,"4,869"
Wanderlust,TV-MA,Drama,7,"5,435"
Start-Up,TV-14,Comedy,8,"10,280"
To the Bone,TV-MA,Drama,6.8,"49,505"
The Red Sea Diving Resort,TV-MA,Drama,6.6,"29,469"
Troy: Fall of a City,TV-MA,Action,3.9,"14,059"
Cable Girls,TV-14,Drama,7.5,"14,548"
You Get Me,TV-MA,Crime,4.7,"13,225"
The Perfection,TV-MA,Drama,6.2,"43,524"
The K2,TV-14,Drama,7.8,"6,554"
Anon,TV-MA,Crime,6.1,"44,630"
Malevolent,TV-MA,Horror,4.8,"14,116"
She-Ra and the Princesses of Power,TV-Y7-FV,Animation,7.9,"15,996"
The Gift,TV-MA,Drama,7,"22,064"
Hotel Del Luna,Unknown,Action,8.1,"9,013"
The Tinder Swindler,TV-MA,Documentary,7.1,"64,227"
The King: Eternal Monarch,TV-14,Fantasy,8.1,"11,564"
Baby,TV-MA,Drama,6.8,"11,399"
Jaadugar,TV-14,Comedy,7,"9,354"
Alexa & Katie,TV-Y7,Comedy,7.4,"5,036"
SAS: Red Notice,R,Action,5.2,"18,605"
My Little Pony: Friendship Is Magic,TV-Y,Animation,7.6,"21,074"
Raising Dion,TV-G,Drama,7.1,"15,055"
Chappelle's Show,TV-MA,Comedy,8.8,"64,313"
Cam,TV-MA,Drama,5.9,"32,081"
Eternally Confused and Eager for Love,TV-MA,Comedy,6.7,"1,866"
Away,TV-14,Drama,6.6,"24,095"
Mowgli: Legend of the Jungle,PG-13,Adventure,6.5,"62,142"
Keep Sweet: Pray and Obey,TV-MA,Documentary,7.3,"11,304"
The Package,TV-MA,Comedy,5.5,"18,386"
Wish Dragon,PG,Animation,7.2,"26,608"
Masters of the Universe: Revelation,TV-PG,Animation,5.3,"26,753"
Circle,Not Rated,Drama,6,"56,467"
Deadly Illusions,R,Drama,3.7,"12,204"
The Outsider,TV-MA,Action,6.2,"26,027"
On My Block,TV-14,Comedy,7.9,"16,542"
Dumplin',PG-13,Comedy,6.5,"34,117"
Captain Nova,Unknown,Adventure,5.5,"1,557"
Black Money Love,TV-MA,Action,7.5,"6,390"
The Ridiculous 6,TV-14,Action,4.8,"49,602"
Paradise PD,TV-MA,Animation,6.8,"19,109"
Wine Country,R,Adventure,5.4,"21,441"
The Witcher: Nightmare of the Wolf,TV-MA,Animation,7.2,"43,497"
Abducted in Plain Sight,TV-14,Documentary,6.8,"19,558"
Don't Listen,TV-MA,Adventure,6.1,"14,263"
When We First Met,TV-14,Comedy,6.4,"49,438"
Collateral,TV-MA,Crime,6.7,"18,307"
Fullmetal Alchemist,TV-14,Action,5.3,"20,210"
I Am Mother,TV-14,Drama,6.7,"90,922"
The Wrath of God,TV-MA,Drama,5.7,"3,327"
Neon Genesis Evangelion: The End of Evangelion,TV-MA,Animation,8,"54,347"
Tidelands,TV-MA,Crime,6.8,"8,030"
Inside Job,PG-13,Documentary,8.2,"75,659"
The Privilege,TV-MA,Drama,4.7,"4,619"
The Valhalla Murders,TV-MA,Crime,7.1,"13,993"
Derek,TV-MA,Comedy,8.1,"32,985"
Always Be My Maybe,PG-13,Comedy,6.8,"56,455"
The Cave,PG-13,Adventure,5.1,"39,112"
Extinction,TV-MA,Action,5.8,"53,157"
More the Merrier,TV-MA,Comedy,5.4,"3,437"
Lovesick,TV-MA,Comedy,8,"20,266"
Bonding,TV-MA,Comedy,7.1,"16,347"
The Laundromat,R,Comedy,6.3,"50,985"
The Five Juanas,TV-MA,Drama,6.9,"1,876"
Reply 1988,Unknown,Comedy,9.2,"7,286"
How to Change Your Mind,TV-MA,Documentary,7.9,"1,763"
Run On,TV-MA,Drama,7.5,"3,460"
Komi Can't Communicate,TV-14,Animation,7.8,"5,956"
Tyler Perry's A Madea Homecoming,TV-MA,Comedy,5.6,"3,827"
My Little Pony: A New Generation,PG,Animation,6.8,"3,764"
The Spectacular Spider-Man,TV-Y7,Animation,8.3,"15,539"
Beasts of No Nation,TV-MA,Drama,7.7,"81,447"
Yes Day,PG,Comedy,5.7,"24,184"
Stranger,TV-14,Crime,8.5,"8,283"
Caliphate,TV-MA,Crime,8.2,"18,555"
The Bureau of Magical Things,TV-G,Drama,6.8,"2,293"
A Futile and Stupid Gesture,TV-MA,Biography,6.7,"16,339"
The Baby-Sitters Club,TV-PG,Adventure,7.4,"4,070"
Marianne,TV-MA,Drama,7.4,"15,438"
The Mist,TV-14,Drama,5.4,"25,159"
How to Sell Drugs Online (Fast),TV-MA,Comedy,7.8,"32,396"
Nightbooks,TV-PG,Family,5.7,"8,827"
Victoria & Abdul,PG-13,Biography,6.8,"35,951"
Cadaver,TV-MA,Drama,5.2,"10,199"
Making a Murderer,TV-14,Documentary,8.6,"95,626"
He-Man and the Masters of the Universe,TV-Y7,Animation,5.8,"1,838"
Hold the Dark,TV-MA,Action,5.6,"37,393"
Safe,R,Action,6.5,"111,025"
The Social Dilemma,PG-13,Documentary,7.6,"82,178"
The White Tiger,R,Crime,7.1,"60,169"
Thomas & Friends,TV-Y,Animation,6.5,"5,220"
The Prom,PG-13,Comedy,5.9,"27,218"
The Takedown,TV-MA,Action,5.7,"6,592"
My Octopus Teacher,TV-G,Documentary,8.1,"54,166"
The Half of It,PG-13,Comedy,6.9,"37,562"
Feel Good,TV-MA,Comedy,7.5,"11,158"
Redemption,R,Action,6.2,"72,611"
Moxie,PG-13,Comedy,6.7,"25,588"
Cloudy with a Chance of Meatballs 2,PG,Animation,6.3,"103,309"
Code 8,Not Rated,Action,6.1,"40,118"
The Longest Night,TV-MA,Action,5.8,"2,083"
The Chair,TV-MA,Comedy,7.2,"16,734"
The Good Cop,TV-PG,Comedy,6.9,"5,834"
Our Blues,TV-MA,Drama,8.6,"1,688"
The Two Popes,PG-13,Biography,7.6,"123,244"
My Little Pony: Make Your Mark,TV-Y,Animation,6.1,152
Our Beloved Summer,TV-Y7,Drama,8.3,"5,765"
Blood of Zeus,TV-MA,Animation,7.5,"18,056"
Da 5 Bloods,R,Adventure,6.5,"51,378"
The Kindergarten Teacher,R,Drama,6.7,"16,198"
Tales of the City,TV-MA,Drama,7.4,"8,161"
Back to the Outback,PG,Animation,6.5,"8,320"
The Marked Heart,TV-MA,Drama,6.4,"2,012"
Monty Python's Flying Circus,TV-14,Comedy,8.8,"74,089"
Something in the Rain,Unknown,Drama,8.1,"6,434"
True Story,R,Biography,6.3,"69,032"
Wet Hot American Summer: First Day of Camp,TV-MA,Comedy,7.3,"24,101"
Don't F**k with Cats: Hunting an Internet Killer,TV-MA,Documentary,8,"53,411"
Ma Rainey's Black Bottom,R,Drama,6.9,"52,538"
Yakamoz S-245,TV-MA,Action,6.1,"6,343"
Vagabond,Unknown,Action,8.1,"8,368"
Beckett,TV-MA,Action,5.6,"26,117"
Jackass 4.5,TV-MA,Action,6.5,"11,266"
White Lines,TV-MA,Crime,6.6,"17,076"
Avengement,Not Rated,Action,6.5,"16,284"
Tiny Pretty Things,TV-MA,Drama,5.9,"9,392"
Turning Point: 9/11 and the War on Terror,TV-14,Documentary,8,"9,520"
My Mister,TV-14,Drama,9.1,"6,442"
The Stronghold,TV-MA,Action,6.9,"10,474"
Indian Matchmaking,TV-14,Documentary,6.2,"3,686"
Shtisel,TV-14,Drama,8.6,"7,204"
The Royal Treatment,TV-PG,Comedy,5.2,"9,262"
Hap and Leonard,TV-MA,Crime,7.6,"7,790"
Stateless,TV-MA,Drama,7.5,"9,520"
Farzar,TV-MA,Animation,5.5,"1,775"
Rise of Empires: Ottoman,Unknown,Documentary,7.9,"22,893"
Contraband,R,Action,6.4,"122,880"
Rascal Does Not Dream of Bunny Girl Senpai,TV-PG,Animation,8.1,"11,696"
Over the Moon,PG,Animation,6.3,"22,398"
Beirut,R,Action,6.4,"22,396"
The Paramedic,TV-MA,Adventure,5.7,"12,685"
War Machine,TV-MA,Comedy,6,"46,794"
The English Game,TV-14,Drama,7.6,"14,922"
Tribes of Europa,TV-MA,Action,6.7,"12,284"
High Seas,TV-MA,Crime,6.8,"7,480"
Dude,TV-MA,Comedy,5.1,"7,134"
Cuties,TV-MA,Drama,3.5,"30,717"
Tall Girl,TV-PG,Comedy,5.2,"23,890"
Single All the Way,TV-PG,Comedy,6.1,"15,424"
Because This Is My First Life,Unknown,Comedy,8.1,"4,952"
The Letdown,Unknown,Comedy,7.4,"3,447"
The Get Down,TV-MA,Drama,8.2,"22,628"
Country Comfort,TV-PG,Comedy,6.8,"3,530"
Love and Leashes,TV-14,Comedy,6.3,"4,570"
Nobody Sleeps in the Woods Tonight,TV-MA,Fantasy,4.9,"11,895"
Halston,TV-MA,Biography,7.5,"15,020"
Hit & Run,TV-MA,Action,7,"8,950"
Feel the Beat,TV-G,Comedy,6.3,"11,438"
The Night Comes for Us,TV-MA,Action,6.9,"26,222"
Wu Assassins,TV-MA,Action,6.4,"13,186"
The Last Thing He Wanted,R,Crime,4.3,"15,484"
The 7 Lives of Lea,TV-MA,Crime,7.5,"3,323"
Black Mirror: Bandersnatch,TV-MA,Drama,7.1,"126,454"
The Uncanny Counter,TV-14,Action,8.1,"6,413"
Valeria,TV-MA,Adventure,6.5,"5,840"
Thar,TV-MA,Action,6.1,"5,178"
Control Z,TV-MA,Drama,6.9,"9,294"
Queer Eye,TV-14,Reality-TV,8.5,"18,935"
Fistful of Vengeance,TV-MA,Action,4.4,"6,565"
Welcome Home,R,Thriller,5.2,"7,838"
Gurren Lagann,TV-14,Animation,8.3,"18,195"
Teenage Bounty Hunters,TV-MA,Comedy,7.6,"11,916"
Comedians in Cars Getting Coffee,TV-14,Comedy,8,"12,681"
Rebelde,TV-MA,Comedy,6.4,"6,073"
Berlin Syndrome,R,Drama,6.2,"25,468"
Pretty Smart,TV-14,Comedy,5.8,"4,662"
Hospital Playlist,TV-14,Comedy,8.8,"5,360"
Gabby's Dollhouse,TV-Y,Animation,7,425
Giri/Haji,TV-MA,Crime,7.8,"14,301"
Perfume,TV-MA,Drama,7,"9,042"
Fun Mom Dinner,R,Comedy,5.3,"5,779"
Aranyak,TV-MA,Crime,7.8,"9,298"
Our Planet,TV-G,Documentary,9.3,"43,175"
Arthdal Chronicles,Unknown,Action,8.3,"4,503"
Lost Bullet,TV-MA,Action,6.3,"9,690"
Kung Fu Panda: The Dragon Knight,TV-Y7,Animation,5.9,"1,347"
White Gold,TV-MA,Comedy,7.4,"11,485"
Dead End: Paranormal Park,TV-Y7,Animation,6.5,"1,926"
Wheel of Fortune,TV-G,Family,6.7,"3,198"
"Game Over, Man!",TV-MA,Action,5.4,"30,573"
Mute,TV-MA,Mystery,5.4,"35,557"
Trollhunters: Tales of Arcadia,TV-Y7,Animation,8.4,"17,005"
Restless,TV-MA,Action,5.8,"4,453"
Mimi,TV-14,Comedy,7.9,"39,063"
Naked,TV-14,Comedy,5.4,"19,852"
Under the Shadow,PG-13,Drama,6.8,"27,735"
Dare Me,TV-MA,Crime,6.6,"5,458"
Rita,TV-MA,Comedy,8.1,"9,112"
Dolemite Is My Name,R,Biography,7.2,"60,868"
7 Prisoners,R,Crime,7.1,"7,244"
Outside the Wire,R,Action,5.4,"42,472"
Yeh Kaali Kaali Ankhein,TV-MA,Comedy,7,"7,492"
How to Build a Sex Room,TV-MA,Reality-TV,6.6,865
The Do-Over,TV-MA,Action,5.7,"46,845"
Fishbowl Wives,TV-MA,Drama,6.2,975
The Kissing Booth 3,TV-14,Comedy,4.7,"16,962"
Rebellion,TV-MA,Drama,7.1,"3,890"
Ride or Die,TV-MA,Drama,5.6,"1,974"
The Titan,TV-MA,Drama,4.8,"31,511"
As the Crow Flies,TV-MA,Drama,6.3,"3,890"
Badhaai Do,Unknown,Comedy,7.1,"17,828"
Kodachrome,TV-MA,Drama,6.8,"17,174"
Mystery Science Theater 3000,TV-14,Comedy,8.7,"24,646"
Dangerous Lies,TV-14,Thriller,5.3,"17,192"
Disappearance at Clifton Hill,Unknown,Drama,5.4,"4,208"
The Worst Witch,TV-Y7,Family,7.2,"2,501"
The Mess You Leave Behind,TV-MA,Crime,6.7,"9,221"
Inuyasha,TV-14,Animation,7.9,"16,398"
The Eddy,TV-MA,Drama,7.1,"2,960"
Servant of the People,TV-MA,Comedy,7.3,"3,486"
Freud,TV-MA,Crime,6.5,"11,883"
Spectral,PG-13,Action,6.3,"59,604"
Haseen Dillruba,TV-MA,Crime,6.9,"26,893"
Flowers,TV-14,Comedy,8.1,"5,734"
The Sleepover,TV-PG,Action,5.6,"10,604"
Skylines,R,Action,4.7,"8,294"
Kakegurui,TV-14,Animation,7.2,"9,562"
Bubble,TV-PG,Animation,6.3,"5,311"
Dear White People,TV-MA,Comedy,6.1,"25,414"
Security,TV-MA,Thriller,5,"2,041"
Beyond Evil,Unknown,Drama,8.1,"3,289"
Suburra: Blood on Rome,TV-MA,Action,7.9,"14,700"
Wild Wild Country,TV-MA,Documentary,8.1,"31,079"
The Perfect Date,TV-14,Comedy,5.8,"39,275"
A Fall from Grace,TV-MA,Thriller,5.8,"15,613"
Sergio,R,Biography,6.2,"9,960"
Bad Trip,Unknown,Comedy,6.5,"24,899"
Backstreet Rookie,Unknown,Action,7.5,"2,661"
Gl??ria,TV-MA,Drama,7.9,"4,226"
Rescued by Ruby,TV-G,Biography,7.1,"7,959"
Great News,TV-14,Comedy,7,"7,432"
"Ada Twist, Scientist",TV-PG,Animation,6.4,176
Cargo,TV-MA,Drama,6.3,"43,750"
That Girl Lay Lay,TV-G,Comedy,3.6,323
America: The Motion Picture,TV-MA,Animation,5.6,"6,488"
Our Father,TV-MA,Documentary,6.5,"11,422"
Wasp Network,TV-MA,Crime,5.9,"10,711"
Resort to Love,PG,Comedy,5.7,"5,955"
Move to Heaven,TV-MA,Drama,8.6,"6,077"
Grand Army,TV-MA,Drama,7.5,"7,115"
The I-Land,TV-MA,Adventure,4.6,"17,707"
Invisible City,TV-G,Crime,7.2,"5,589"
Family Reunion,TV-PG,Comedy,6.5,"2,704"
In for a Murder,TV-14,Comedy,5.4,"1,579"
Quicksand,TV-MA,Crime,7.4,"21,927"
Cocomelon,TV-PG,Animation,4.7,635
Mosul,TV-MA,Action,7.1,"26,840"
Sky Rojo,TV-MA,Action,6.5,"8,830"
The Boys in the Band,R,Drama,6.8,"15,722"
The Kissing Booth 2,TV-14,Comedy,5.7,"31,821"
Bruised,R,Drama,6.2,"14,652"
To All the Boys: Always and Forever,TV-14,Comedy,6.3,"26,017"
House of Secrets: The Burari Deaths,TV-MA,Documentary,7.4,"10,573"
Good on Paper,Unknown,Comedy,5.6,"12,284"
Much Loved,Unknown,Drama,6.2,"2,833"
The Decline,TV-MA,Action,6,"8,881"
Unauthorized Living,TV-MA,Drama,7.4,"4,888"
Romance Is a Bonus Book,Unknown,Romance,8,"5,552"
The Fundamentals of Caring,TV-MA,Comedy,7.3,"72,933"
Creep 2,Not Rated,Crime,6.4,"26,416"
Somebody Feed Phil,TV-14,Documentary,8.2,"5,273"
Philomena,PG-13,Biography,7.6,"100,206"
Desperados,TV-MA,Comedy,5.2,"10,436"
Bhool Bhulaiyaa 2,Unknown,Comedy,5.7,"29,934"
Rim of the World,TV-14,Action,5.2,"24,220"
American Murder: The Family Next Door,TV-MA,Documentary,7.2,"28,220"
Secret City,TV-MA,Mystery,7.4,"8,223"
Double Team,R,Action,4.8,"34,662"
Mr. Iglesias,TV-14,Comedy,7.1,"7,013"
PJ Masks,TV-Y,Animation,5.3,"1,293"
D.P.,TV-MA,Action,8.2,"5,445"
The Boy Who Harnessed the Wind,TV-PG,Biography,7.6,"38,283"
Space Sweepers,TV-MA,Action,6.5,"25,569"
Sexify,TV-MA,Comedy,6.5,"5,159"
A Castle for Christmas,TV-G,Adventure,5.5,"12,085"
Beastars,TV-MA,Animation,7.7,"10,086"
The Crew,TV-14,Comedy,6.5,"5,653"
Geronimo: An American Legend,PG-13,Drama,6.5,"11,903"
Wanted,TV-14,Action,7.6,"6,029"
The New Legends of Monkey,TV-PG,Action,6.5,"4,456"
Inside Man: Most Wanted,R,Action,5.6,"4,101"
S.W.A.T.: Under Siege,R,Action,4.6,"3,793"
Unsolved Mysteries,TV-MA,Documentary,7.3,"9,832"
Creeped Out,TV-Y7,Action,6.6,"1,938"
Rurouni Kenshin Part I: Origins,TV-MA,Action,7.4,"26,482"
The Last Days of American Crime,TV-MA,Action,3.7,"11,605"
Dash & Lily,TV-14,Comedy,7.4,"18,198"
The Sound of Magic,TV-14,Drama,7.7,"3,255"
Meteor Garden,TV-14,Drama,7.9,"4,145"
The Old Ways,R,Drama,5.4,"6,341"
Hilda,TV-Y7,Animation,8.5,"10,730"
Traitors,TV-MA,History,6.6,"3,196"
Falling Inn Love,TV-PG,Comedy,5.6,"20,178"
An Astrological Guide for Broken Hearts,TV-14,Comedy,7.1,"3,260"
14 Peaks: Nothing Is Impossible,TV-MA,Documentary,7.7,"25,371"
The Woods,TV-MA,Crime,6.6,"6,473"
Black Space,TV-MA,Crime,6.7,"1,903"
Trinkets,TV-MA,Comedy,7,"11,257"
Tiger King,TV-MA,Documentary,7.5,"79,047"
Little Things,TV-MA,Comedy,8.2,"6,804"
Duck Butter,Not Rated,Comedy,5.3,"4,043"
Brain on Fire,PG-13,Biography,6.6,"21,728"
Dangerous Liaisons,TV-MA,Drama,3.9,"1,423"
Marmaduke,TV-Y7,Animation,3.5,"3,561"
Girlboss,TV-MA,Comedy,7,"18,117"
On the Verge,TV-14,Comedy,6.5,"3,169"
The Letter for the King,TV-PG,Action,5.9,"7,593"
Kidnapping Stella,TV-MA,Crime,4.9,"6,120"
Dragons: Race to the Edge,TV-Y7-FV,Animation,8.2,"6,520"
Glow Up: Britain's Next Make-Up Star,TV-14,Game-Show,6.9,"2,355"
Worst Roommate Ever,TV-MA,Documentary,7.1,"7,812"
Final Score,R,Action,5.8,"12,973"
The One,TV-MA,Crime,6.6,"12,738"
Ganglands,TV-MA,Action,7,"2,640"
Tau,R,Sci-Fi,5.8,"31,614"
Taxi Driver,Unknown,Action,8,"2,814"
Love on the Spectrum,TV-14,Documentary,8.6,"6,066"
Penguin Bloom,TV-14,Biography,6.8,"10,454"
Malang,Not Rated,Action,6.5,"10,775"
The Pirates: The Last Royal Treasure,Unknown,Action,6.1,"3,665"
Furioza,TV-MA,Action,6.2,"4,458"
Marauders,R,Action,5.5,"22,443"
Prison Playbook,Unknown,Comedy,8.5,"3,421"
The Future Diary,TV-MA,Animation,7.5,"17,453"
The Wandering Earth,TV-MA,Action,5.9,"30,613"
Get Even,TV-PG,Crime,6.4,"2,807"
Surviving Summer,TV-PG,Drama,6.5,"1,761"
A Korean Odyssey,Unknown,Comedy,8,"4,845"
Love Wedding Repeat,TV-MA,Comedy,5.5,"20,649"
We Summon the Darkness,R,Horror,5.2,"10,714"
The Principles of Pleasure,TV-MA,Documentary,5.8,"1,246"
The Bar,Unknown,Adventure,6.3,"27,087"
Juvenile Justice,TV-MA,Crime,7.9,"2,978"
Pok??mon Journeys: The Series,TV-Y7,Animation,6.9,632
The Occupant,TV-MA,Adventure,6.4,"17,750"
Record of Ragnarok,TV-14,Animation,6.2,"5,162"
AJ and the Queen,TV-14,Adventure,7.5,"8,286"
Car Masters: Rust to Riches,TV-PG,Reality-TV,8.4,"10,809"
The Willoughbys,PG,Animation,6.3,"19,030"
The Cook of Castamar,TV-MA,Drama,7.4,"3,956"
Signal,Unknown,Crime,8.5,"7,068"
Wet Hot American Summer: Ten Years Later,TV-MA,Comedy,6.9,"8,763"
History 101,TV-14,Documentary,6.8,"4,333"
Let It Snow,PG-13,Comedy,5.8,"22,032"
The House of Flowers,TV-MA,Comedy,7.6,"7,884"
Al Hayba,Unknown,Action,7.3,"1,352"
Elisa & Marcela,TV-MA,Biography,6.6,"4,981"
Heirs to the Land,TV-MA,Drama,7.1,"1,109"
Q-Force,TV-MA,Animation,6.4,"5,557"
Love 101,TV-14,Comedy,7.5,"14,630"
Fyre,TV-MA,Documentary,7.2,"47,128"
Damnation,TV-MA,Crime,7.6,"8,449"
Rogue City,TV-MA,Action,6.1,"8,789"
Work It,TV-14,Comedy,6.1,"13,574"
Dorohedoro,TV-MA,Animation,8.1,"8,619"
Extracurricular,TV-MA,Crime,7.6,"6,771"
Her Private Life,Unknown,Comedy,7.7,"4,239"
Better Than Us,Unknown,Drama,7.3,"9,027"
The Week Of,TV-14,Comedy,5.2,"22,189"
Disjointed,TV-MA,Comedy,6.7,"10,361"
Ibiza,TV-MA,Comedy,5.2,"17,721"
A Boy Called Christmas,PG,Adventure,6.7,"21,273"
Who Rules the World,TV-PG,Action,8.3,803
Night Stalker: The Hunt for a Serial Killer,TV-MA,Documentary,7.5,"25,727"
Icarus,TV-MA,Documentary,7.9,"50,065"
Boss,TV-MA,Crime,8.1,"17,776"
Dogs of Berlin,TV-MA,Action,7.5,"12,808"
Degrassi: Next Class,TV-PG,Drama,6.8,"3,360"
IO,TV-14,Adventure,4.7,"34,443"
Voltron: Legendary Defender,TV-Y7-FV,Animation,8.1,"8,942"
Chickenhare and the Hamster of Darkness,TV-Y7,Animation,6.3,"1,538"
The Twelve,TV-MA,Drama,7.4,"5,359"
The Life and Movies of Er??an Kuneri,TV-MA,Comedy,6.7,"12,247"
Wormwood,Unknown,Documentary,7,"4,319"
The Mystery of Marilyn Monroe: The Unheard Tapes,TV-14,Documentary,6.2,"4,444"
The Siege of Jadotville,TV-MA,Action,7.2,"39,952"
Kengan Ashura,TV-MA,Animation,8,"5,027"
Violet Evergarden: The Movie,Unknown,Animation,8.3,"6,641"
Afterlife of the Party,TV-PG,Comedy,5.8,"9,071"
Jaguar,TV-14,Action,5.7,"1,848"
Step Sisters,PG-13,Comedy,5.4,"4,584"
The Discovery,TV-MA,Drama,6.2,"34,544"
Baki Hanma,TV-MA,Animation,6.7,"1,847"
Remarriage & Desires,TV-14,Drama,7.4,"1,061"
Dhamaka,TV-14,Crime,7.1,"40,747"
Greenhouse Academy,TV-PG,Drama,6.6,"6,245"
Monarca,TV-MA,Drama,7.8,"3,323"
Secret Obsession,TV-14,Thriller,4.4,"21,867"
Just Between Lovers,Unknown,Drama,8.2,"2,116"
Paranormal,TV-14,Drama,8,"72,160"
Vicky and Her Mystery,TV-PG,Adventure,6.3,"2,033"
Unsolved: The Murders of Tupac and the Notorious B.I.G.,TV-MA,Biography,7.8,"7,994"
The Perfect Mother,TV-MA,Drama,5.9,"1,041"
Decoupled,Unknown,Comedy,7.9,"7,566"
Love Tactics,TV-MA,Comedy,5.2,"4,031"
The Whole Truth,R,Crime,6.2,"29,336"
A California Christmas: City Lights,PG-13,Comedy,5.5,"2,476"
Fatal Affair,TV-14,Thriller,4.5,"6,084"
The Debt Collector,Not Rated,Action,5.8,"7,762"
The Daily Life of the Immortal King,TV-14,Animation,7.2,"1,436"
The Water Man,PG,Adventure,5.5,"3,978"
Prayers for the Stolen,R,Drama,7.3,"2,785"
The Billion Dollar Code,TV-MA,Biography,8,"8,579"
Dasvi,Unknown,Comedy,7.3,"22,370"
Explained,TV-MA,Documentary,8,"9,221"
Watership Down,TV-PG,Animation,7.2,"6,256"
Rose Island,TV-14,Adventure,7,"21,001"
Maya and the Three,TV-Y7,Animation,8.1,"3,940"
Inside the World's Toughest Prisons,TV-MA,Documentary,7.1,"2,965"
On Body and Soul,Not Rated,Drama,7.5,"27,775"
The Christmas Chronicles,PG,Adventure,7,"72,157"
To All the Boys: P.S. I Still Love You,TV-14,Comedy,6,"38,979"
Ludo,TV-MA,Action,7.6,"39,347"
Falling Into Your Smile,Unknown,Romance,8.4,"2,383"
No Good Nick,TV-PG,Comedy,5.9,"3,039"
Collision,TV-MA,Crime,4.1,"1,023"
Gone for Good,TV-MA,Crime,6.3,"4,207"
Selena: The Series,TV-PG,Biography,6.9,"4,569"
Bullet Head,R,Crime,5.4,"10,383"
The Summit of the Gods,PG,Animation,7.5,"6,107"
El marginal,TV-MA,Crime,8.2,"4,115"
Feria: The Darkest Light,TV-MA,Crime,5.6,"2,356"
Rumspringa,TV-MA,Comedy,5.4,920
The Great Hack,TV-MA,Documentary,7,"23,656"
My Babysitter's a Vampire,TV-PG,Action,6.9,"4,527"
Lust Stories,Unknown,Drama,6.4,"11,004"
Downfall: The Case Against Boeing,PG-13,Documentary,7.4,"10,970"
The Club,TV-14,Drama,7.8,"9,409"
Hard Cell,TV-MA,Comedy,6.3,"1,675"
Nailed It!,TV-PG,Game-Show,7.4,"4,828"
Man Like Mobeen,TV-MA,Comedy,8,"2,849"
Girl,R,Drama,7.1,"14,561"
The Bonfire of Destiny,TV-MA,Drama,7.6,"4,742"
October Faction,TV-MA,Adventure,6.1,"11,210"
Close,TV-MA,Action,5.7,"24,999"
Flaked,TV-MA,Comedy,7.2,"11,580"
Toradora!,TV-14,Animation,8,"15,338"
Yaksha: Ruthless Operations,TV-14,Action,6.2,"3,453"
The Christmas Chronicles: Part Two,PG,Adventure,6,"29,764"
Survivor,PG-13,Action,5.6,"34,029"
Catching Killers,TV-MA,Documentary,7.1,"3,614"
Trust No One: The Hunt for the Crypto King,TV-MA,Documentary,6.3,"4,831"
Dirty Money,TV-14,Documentary,8.1,"9,307"
Love on the Spectrum U.S.,TV-14,Documentary,8.2,"1,327"
The Trial,TV-MA,Crime,7.2,"3,271"
Chambers,TV-MA,Drama,6.4,"8,615"
Ala Vaikunthapurramuloo,Not Rated,Action,7.3,"18,386"
Sierra Burgess Is a Loser,PG-13,Comedy,5.8,"39,160"
The Smurfs,TV-Y,Animation,7.2,"18,686"
Trouble,Unknown,Animation,5.8,"3,401"
Nightflyers,TV-14,Drama,5.8,"13,355"
Shimmer Lake,Not Rated,Action,6.3,"14,949"
Madame Claude,TV-MA,Biography,5.4,"3,470"
Tattoo Redo,TV-MA,Reality-TV,5.9,761
Time to Hunt,TV-MA,Action,6.3,"5,795"
Concrete Cowboy,R,Drama,6.3,"8,843"
Our Souls at Night,TV-14,Drama,6.9,"13,656"
Trees of Peace,TV-MA,Drama,6.4,"1,284"
Paranoid,Unknown,Crime,6.6,"8,807"
Tall Girl 2,TV-PG,Comedy,4.7,"4,644"
The Gentlemen,TV-MA,Action,Unknown,Unknown
Self Made: Inspired by the Life of Madam C.J. Walker,TV-MA,Biography,7.3,"12,015"
Free Rein,TV-G,Action,7.1,"2,145"
Ouran High School Host Club,TV-14,Animation,8.2,"10,124"
Untold: Malice at the Palace,TV-MA,Documentary,7.5,"8,438"
The Indian Detective,Unknown,Comedy,6.5,"3,200"
Iron Chef: Quest for an Iron Legend,TV-G,Game-Show,7.2,685
Samurai Rabbit: The Usagi Chronicles,TV-Y7,Animation,6.4,466
Spriggan,TV-MA,Animation,6.9,931
The Last Mercenary,TV-MA,Action,5.3,"8,638"
High-Rise Invasion,TV-MA,Animation,6.5,"3,062"
Initial D,TV-PG,Action,6.3,"8,806"
Great Pretender,TV-MA,Animation,7.9,"5,163"
The Last Summer,TV-14,Comedy,5.5,"13,313"
Ethos,TV-MA,Drama,8.5,"26,869"
A Week Away,TV-PG,Drama,5.7,"4,749"
The Puppet Master: Hunting the Ultimate Conman,TV-MA,Documentary,7,"7,000"
The Movies That Made Us,TV-PG,Documentary,7.6,"6,449"
Badla,Not Rated,Crime,7.8,"28,099"
A Whisker Away,TV-PG,Animation,6.7,"10,216"
